INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
,ALUNO-711,2.0,M,5.557.438.118.548.110,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,7.259.407.259.407.260,5.0,2.583.333.333.333.330,5.833.333.333.333.330,Não,5.777.773.333.333.330,5.0
Escola Pública,ALUNO-712,,,,,,,,,,,,,,,
Escola Pública,ALUNO-713,,,,,,,,,,,,,,,
Escola Pública,ALUNO-714,,,,,,,,,,,,,,,
,ALUNO-715,1.0,U,6.996.003.683.501.680,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.417.508.417.508.410,7.5,6.75,5.625,Não,7.25,5.0
Escola Pública,ALUNO-716,,,,,,,,,,,,,,,
,ALUNO-717,,,,,,,,,,,,,,,
Escola Pública,ALUNO-718,,,,,,,,,,,,,,,
Escola Pública,ALUNO-719,,,,,,,,,,,,,,,
Escola Pública,ALUNO-720,,,,,,,,,,,,,,,
Escola Pública,ALUNO-721,3.0,G,4.563.332,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.809.722.222.222.220,5.0,1.277.777.777.777.770,6.875,Não,554.166,5.0
,ALUNO-722,1.0,M,8.339.199.975.308.640,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.709.876.543.209.870,7.5,9.583.333.333.333.330,6.25,Não,8.277.780.000.000.000,5.0
,ALUNO-723,3.0,C,444.002.627.036.688,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.120.271.907.389.950,7.5,3.444.444.444.444.440,5.9375,Não,4.416.665,5.0
Escola Pública,ALUNO-724,,,,,,,,,,,,,,,
Escola Pública,ALUNO-725,,,,,,,,,,,,,,,
,ALUNO-726,,,,,,,,,,,,,,,
,ALUNO-727,0.0,N,5.702.446.058.211.970,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,503.306.195.772.656,7.5,2.583.333.333.333.330,5.625,Não,7.083.325,5.0
,ALUNO-728,2.0,U,7.624.482.920.314.250,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.601.571.268.237.930,5.0,5.666.666.666.666.660,6.041.666.666.666.660,Não,7.833.333.333.333.330,10.0
,ALUNO-729,4.0,B,7.244.678.043.887.140,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,708.334,835.880.355.276.907,6.25,7.166.666.666.666.660,7.8125,Não,7.625,5.0
,ALUNO-730,,,,,,,,,,,,,,,
Escola Pública,ALUNO-731,,,,,,,,,,,,,,,
Escola Pública,ALUNO-732,6.0,A,7.369.714.659.440.580,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,875.001,5.248.218.852.758.490,8.75,6.077.777.777.777.770,765.625,Não,7.944.446.666.666.660,10.0
Escola Pública,ALUNO-733,,,,,,,,,,,,,,,
,ALUNO-734,3.0,A,7.300.378.954.545.450,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,8.835.227.272.727.270,7.5,3.75,7.5,Não,72.499.975,10.0
,ALUNO-735,0.0,J,6.820.451.258.609.480,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,641.668,7.268.924.626.380.760,5.625,5.916.666.666.666.660,5.625,Não,7.083.325,10.0
,ALUNO-736,,,,,,,,,,,,,,,
Escola Pública,ALUNO-737,2.0,U,7.378.176.603.174.600,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.682.539.682.539.680,7.5,6.333.333.333.333.330,6.25,Não,7.5,5.0
Escola Pública,ALUNO-738,4.0,P,7.006.941.758.454.100,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.335,9.182.971.014.492.750,5.625,4.877.777.777.777.770,640.625,Não,579.166,10.0
Rede Decisão/União,ALUNO-739,4.0,A,7.973.381.651.316.810,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,8.035.296.867.695.180,9.375,7.388.888.888.888.880,859.375,Sim,8.375.007.499.999.990,5.0
Escola Pública,ALUNO-740,,,,,,,,,,,,,,,
,ALUNO-741,5.0,L,7.539.924.757.631.250,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,7.815.934.065.934.060,6.875,6.722.222.222.222.220,828.125,Sim,85.000.025,5.0
,ALUNO-742,4.0,F,7.406.568.862.193.360,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,791.667,7.609.577.922.077.920,6.875,5.688.888.888.888.880,734.375,Não,76.666.675,10.0
Rede Decisão/União,ALUNO-743,1.0,K,7.381.391.333.333.330,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.483.333.333.333.330,5.625,8.416.666.666.666.660,5.833.333.333.333.330,Não,777.778,5.0
Escola Pública,ALUNO-744,,,,,,,,,,,,,,,
Escola Pública,ALUNO-745,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-746,3.0,F,8.510.208.575.470.420,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,939.305.259.957.434,6.25,7.777.777.777.777.770,859.375,Sim,92.083.375,10.0
Escola Pública,ALUNO-747,5.0,A,7.590.972.222.222.220,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.864.583.333.333.330,5.625,6.777.777.777.777.770,6.25,Não,7.416.665,10.0
,ALUNO-748,,,,,,,,,,,,,,,
Escola Pública,ALUNO-749,,,,,,,,,,,,,,,
Escola Pública,ALUNO-750,,,,,,,,,,,,,,,
,ALUNO-751,1.0,J,7.590.428.480.704.480,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,907.018.907.018.907,7.5,7.75,6.041.666.666.666.660,Não,7.111.109.999.999.990,5.0
,ALUNO-752,0.0,J,7.217.943.583.732.050,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,904.804.625.199.362,5.625,7.166.666.666.666.660,5.625,Não,7.499.995,5.0
Escola Pública,ALUNO-753,4.0,B,5.061.431.199.756.180,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,3.440.830.721.003.130,7.5,1.777.777.777.777.770,484.375,Não,49.583.375,10.0
,ALUNO-754,5.0,K,6.595.710.665.501.160,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,6.765.005.827.505.820,7.5,5.5,734.375,Não,64.166.675,5.0
Escola Pública,ALUNO-755,5.0,L,7.468.215.478.632.470,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.792.467.948.717.940,5.0,6.944.444.444.444.440,8.125,Não,6.291.665,10.0
Escola Pública,ALUNO-756,,,,,,,,,,,,,,,
Escola Pública,ALUNO-757,3.0,E,6.195.832.000.000.000,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.6875,7.5,4.75,6.25,Não,641.666,5.0
Escola Pública,ALUNO-758,,,,,,,,,,,,,,,
,ALUNO-759,0.0,U,800.281.439.031.339,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.618.233.618.233.610,7.5,7.833.333.333.333.330,5.625,Não,7.499.995,10.0
Escola Pública,ALUNO-760,1.0,P,7.058.532.857.142.850,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.285.714.285.714.280,7.5,3.916.666.666.666.660,5.625,Não,6.277.773.333.333.330,10.0
,ALUNO-761,0.0,U,7.234.398.335.932.420,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,8.609.486.679.662.110,7.5,6.0,5.625,Não,7.499.995,5.0
,ALUNO-762,1.0,N,662.116.201.282.668,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,700.002,6.730.800.064.133.390,7.5,6.5,6.25,Não,6.999.999.999.999.990,5.0
,ALUNO-763,1.0,D,8.012.902.466.766.610,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.335.332.333.833.080,7.5,8.583.333.333.333.330,6.458.333.333.333.330,Não,816.667,5.0
,ALUNO-764,0.0,J,6.895.951.771.280.050,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,840.683.885.640.026,5.625,6.25,4.6875,Não,741.666,5.0
,ALUNO-765,0.0,Y,8.491.073.095.238.090,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,880.952.380.952.381,7.5,8.666.666.666.666.660,5.625,Sim,8.416.665,10.0
Escola Pública,ALUNO-766,6.0,A,4.951.788.339.057.360,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.617.281.695.286.810,7.5,4.766.666.666.666.660,6.25,Não,5.999.993.333.333.330,5.0
Escola Pública,ALUNO-767,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-768,4.0,B,7.084.109.195.402.290,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.574.712.643.678.160,5.625,6.533.333.333.333.330,7.5,Não,7.291.665,5.0
,ALUNO-769,,,,,,,,,,,,,,,
,ALUNO-770,3.0,C,8.464.935.044.778.890,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,8.836.817.168.338.900,7.5,7.555.555.555.555.550,828.125,Sim,8.458.337.499.999.990,10.0
,ALUNO-771,0.0,G,6.524.519.230.769.230,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,891.668,8.112.179.487.179.480,7.5,6.666.666.666.666.660,3.4375,Não,541.666,5.0
,ALUNO-772,7.0,D,7.225.595.238.095.230,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.25,869.047.619.047.619,6.25,9.0,5.625,Não,6.875,5.0
Escola Pública,ALUNO-773,3.0,F,8.655.707.365.079.360,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,988.095.238.095.238,7.5,8.444.444.444.444.440,890.625,Sim,9.250.005.000.000.000,5.0
,ALUNO-774,3.0,F,8.639.021.494.227.990,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.415.584.415.584.410,7.5,7.555.555.555.555.550,828.125,Sim,91.666.725,10.0
,ALUNO-775,,,,,,,,,,,,,,,
Escola Pública,ALUNO-776,,,,,,,,,,,,,,,
Escola Pública,ALUNO-777,,,,,,,,,,,,,,,
,ALUNO-778,0.0,Q,6.817.738.854.251.010,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,5.411.605.937.921.720,7.5,6.083.333.333.333.330,4.6875,Não,7.499.995,10.0
Escola Pública,ALUNO-779,,,,,,,,,,,,,,,
Escola Pública,ALUNO-780,,,,,,,,,,,,,,,
,ALUNO-781,3.0,L,62.357.055.994.561,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,7.764.641.608.391.600,6.25,6.788.888.888.888.880,7.5,Não,72.499.975,5.0
Rede Decisão/União,ALUNO-782,,,,,,,,,,,,,,,
Escola Pública,ALUNO-783,2.0,U,6.535.165.330.634.270,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,349.998,849.527.665.317.139,5.0,6.25,6.25,Não,805.556,5.0
,ALUNO-784,3.0,B,8.217.507.976.608.180,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,875.001,9.736.842.105.263.150,4.375,7.277.777.777.777.770,8.4375,Não,8.291.665,10.0
Escola Pública,ALUNO-785,,,,,,,,,,,,,,,
Escola Pública,ALUNO-786,,,,,,,,,,,,,,,
,ALUNO-787,5.0,K,6.670.710.665.501.160,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,6.765.005.827.505.820,7.5,6.75,734.375,Não,59.583.375,5.0
,ALUNO-788,5.0,A,6.047.779.596.553.770,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,8.440.285.204.991.080,6.25,2.111.111.111.111.110,5.208.333.333.333.330,Não,708.333,5.0
Escola Pública,ALUNO-789,,,,,,,,,,,,,,,
Escola Pública,ALUNO-790,5.0,B,8.404.169.666.666.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,10.0,7.5,7.0,6.041.666.666.666.660,Não,8.250.005,10.0
,ALUNO-791,0.0,L,8.004.340.111.446.280,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,879.252.555.723.144,7.5,7.5,5.625,Não,7.666.665,10.0
Escola Pública,ALUNO-792,3.0,B,5.553.987.846.496.110,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.184.870.621.369.470,5.0,4.611.111.111.111.110,703.125,Não,59.583.325,10.0
Escola Pública,ALUNO-793,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-794,4.0,L,7.302.153.111.111.110,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,791.667,9.791.666.666.666.660,5.625,6.588.888.888.888.880,796.875,Não,8.125,2.5
Escola Pública,ALUNO-795,,,,,,,,,,,,,,,
Escola Pública,ALUNO-796,4.0,A,6.258.056.446.780.270,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.406.606.678.345.800,7.5,4.555.555.555.555.550,765.625,Não,6.499.995,5.0
Escola Pública,ALUNO-797,,,,,,,,,,,,,,,
,ALUNO-798,4.0,L,6.490.193.683.211.420,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,8.074.582.027.168.230,5.625,4.688.888.888.888.880,7.5,Não,64.583.275,5.0
,ALUNO-799,2.0,J,7.896.899.500.302.480,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,8.602.540.834.845.730,7.5,5.916.666.666.666.660,6.041.666.666.666.660,Sim,8.444.446.666.666.660,10.0
,ALUNO-800,1.0,J,7.861.617.939.393.930,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,9.280.303.030.303.030,7.5,9.0,5.833.333.333.333.330,Não,7.111.109.999.999.990,5.0
,ALUNO-801,0.0,N,6.954.987.237.893.200,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,7.629.094.522.799.370,7.5,6.916.666.666.666.660,5.625,Não,7.166.665,5.0
,ALUNO-802,1.0,B,8.286.620.610.229.270,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.717.813.051.146.380,7.5,7.416.666.666.666.660,6.041.666.666.666.660,Não,7.777.780.000.000.000,10.0
Escola Pública,ALUNO-803,,,,,,,,,,,,,,,
,ALUNO-804,1.0,C,7.365.081.587.301.580,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.269.841.269.841.260,7.5,6.166.666.666.666.660,5.833.333.333.333.330,Não,7.722.223.333.333.330,5.0
,ALUNO-805,1.0,P,6.613.163.153.439.150,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,7.433.862.433.862.430,7.5,5.5,6.041.666.666.666.660,Não,661.111,5.0
,ALUNO-806,0.0,Y,7.412.025.476.190.470,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.214.285.714.285.710,7.5,5.866.666.666.666.660,5.625,Não,7.916.665,10.0
Escola Pública,ALUNO-807,1.0,J,8.813.892.666.666.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,10.0,8.75,9.5,6.666.666.666.666.660,Sim,961.112,5.0
,ALUNO-808,0.0,Q,6.644.341.418.353.570,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,700.002,6.565.452.091.767.880,7.5,6.75,5.3125,Não,7.499.995,5.0
,ALUNO-809,,,,,,,,,,,,,,,
,ALUNO-810,2.0,U,5.930.081.395.598.490,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.032.340.311.325.810,7.5,2.0,5.624.999.999.999.990,Não,7.055.556.666.666.660,5.0
Rede Decisão/União,ALUNO-811,2.0,F,6.969.181.527.369.180,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,7.866.730.970.179.240,5.0,7.25,6.458.333.333.333.330,Não,7.5,5.0
,ALUNO-812,0.0,E,7.675.403.049.175.220,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,700.002,931.450.357.920.946,7.5,8.416.666.666.666.660,5.625,Não,8.083.335,5.0
Escola Pública,ALUNO-813,,,,,,,,,,,,,,,
Escola Pública,ALUNO-814,2.0,I,6.322.553.780.885.780,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,700.002,8.237.762.237.762.230,7.5,3.666.666.666.666.660,6.25,Não,6.833.329.999.999.990,5.0
,ALUNO-815,4.0,P,6.580.933.343.434.340,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.779.671.717.171.710,7.5,5.5,7.5,Não,6.874.995,5.0
,ALUNO-816,3.0,B,7.563.604.797.979.790,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,711.489.898.989.899,7.5,7.5,765.625,Não,645.833,10.0
Escola Pública,ALUNO-817,3.0,A,7.279.925.742.424.240,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,875.001,773.989.898.989.899,7.5,7.222.222.222.222.220,8.125,Não,80.000.025,2.5
,ALUNO-818,0.0,Q,7.830.788.433.198.380,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.008.097.165.991.900,7.5,8.25,5.625,Não,8.333.335,5.0
,ALUNO-819,0.0,L,6.901.971.877.828.050,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.291.101.055.806.930,7.5,4.333.333.333.333.330,5.9375,Não,7.416.665,5.0
Rede Decisão/União,ALUNO-820,5.0,B,7.304.722.388.888.880,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,708.333,8.131.944.444.444.440,5.625,8.433.333.333.333.330,6.458.333.333.333.330,Não,78.750.025,5.0
Escola Pública,ALUNO-821,,,,,,,,,,,,,,,
,ALUNO-822,1.0,C,8.228.772.285.714.280,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.595.238.095.238.090,5.625,8.333.333.333.333.330,6.25,Não,777.778,10.0
Rede Decisão/União,ALUNO-823,2.0,L,7.912.811.530.864.190,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.320.987.654.320.980,8.75,7.166.666.666.666.660,6.458.333.333.333.330,Não,8.222.226.666.666.660,5.0
Escola Pública,ALUNO-824,2.0,U,5.914.900.545.454.540,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,6.060.606.060.606.060,7.5,4.25,6.25,Não,5.888.886.666.666.660,5.0
Escola João Paulo II,ALUNO-825,3.0,B,5.705.118.585.573.050,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,5.579.065.150.087.490,4.375,5.477.777.777.777.770,7.8125,Não,4.916.665,5.0
Escola Pública,ALUNO-826,,,,,,,,,,,,,,,
,ALUNO-827,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-828,6.0,A,6.259.109.685.300.200,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,958.335,4.845.885.093.167.700,8.125,3.833.333.333.333.330,796.875,Não,727.778,5.0
Escola Pública,ALUNO-829,4.0,F,7.117.600.108.225.100,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916.668,8.249.458.874.458.870,5.625,5.666.666.666.666.660,671.875,Não,591.666,10.0
