INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
,ALUNO-674,"3,00",E,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","6,11","7,50","6,75","7,30",Não,"6,20","5,00"
,ALUNO-675,,,,,,,,,,,,,,,
Escola Pública,ALUNO-676,,,,,,,,,,,,,,,
Escola Pública,ALUNO-677,,,,,,,,,,,,,,,
Escola Pública,ALUNO-678,,,,,,,,,,,,,,,
,ALUNO-679,"0,00",L,"7,20",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","9,68","7,50","6,66","5,93",Não,"7,08","2,50"
Escola Pública,ALUNO-680,,,,,,,,,,,,,,,
Escola Pública,ALUNO-681,"3,00",K,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","6,92","7,50","4,55","8,30",Não,"6,66","5,00"
Escola Pública,ALUNO-682,,,,,,,,,,,,,,,
Escola Pública,ALUNO-683,,,,,,,,,,,,,,,
Escola Pública,ALUNO-684,,,,,,,,,,,,,,,
Escola Pública,ALUNO-685,,,,,,,,,,,,,,,
Escola Pública,ALUNO-686,"1,00",G,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","7,34","6,88","6,58","6,00",Não,"7,33","5,00"
,ALUNO-687,"3,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","7,96","7,50","4,13","7,70",Não,"6,95","2,50"
Escola Pública,ALUNO-688,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-689,"3,00",B,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","9,24","5,00","6,33","8,75",Não,"8,25","10,00"
,ALUNO-690,"0,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,68","7,50","6,50","5,31",Não,"7,16","5,00"
Escola Pública,ALUNO-691,,,,,,,,,,,,,,,
,ALUNO-692,"2,00",Q,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,40","8,17","6,25","7,33","6,45",Sim,"8,38","5,00"
Escola Pública,ALUNO-693,"1,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,62","7,50","7,41","6,04",Não,"7,61","5,00"
,ALUNO-694,"0,00",N,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","6,71","7,50","7,08","6,56",Sim,"8,83","5,00"
Escola Pública,ALUNO-695,"1,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","9,80","7,50","7,25","5,00",Não,"7,22","5,00"
Escola Pública,ALUNO-696,,,,,,,,,,,,,,,
,ALUNO-697,"3,00",L,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","5,60","6,25","0,00","7,30",Não,"6,83","2,50"
Escola Pública,ALUNO-698,,,,,,,,,,,,,,,
Escola Pública,ALUNO-699,,,,,,,,,,,,,,,
Escola Pública,ALUNO-700,"2,00",I,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","5,85","5,63","4,00","6,25",Não,"7,22","5,00"
,ALUNO-701,"3,00",M,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","7,72","6,88","4,78","7,30",Não,"6,20","2,50"
Escola Pública,ALUNO-702,,,,,,,,,,,,,,,
Escola Pública,"ALUNO-7,0","4,00",B,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","5,94","7,50","6,18","7,81",Não,"7,66","5,00"
Escola Pública,ALUNO-704,,,,,,,,,,,,,,,
,ALUNO-705,"3,00",E,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","6,41","7,50","3,33","7,00",Não,"5,83","10,00"
,ALUNO-706,"3,00",G,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","7,39","5,63","5,27","7,30",Não,"6,92","5,00"
Escola Pública,ALUNO-707,"3,00",D,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","6,86","7,50","3,50","7,18",Não,"6,37","2,50"
Escola Pública,ALUNO-708,"1,00",J,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","6,13","7,50","2,83","6,45",Não,"6,99","5,00"
,ALUNO-709,"1,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,25","7,50","7,08","6,00",Não,"7,39","5,00"
Rede Decisão/União,ALUNO-710,"3,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","9,09","7,50","5,11","8,90",Sim,"9,00","10,00"
,ALUNO-711,"2,00",M,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","7,25","5,00","2,58","5,83",Não,"5,77","5,00"
Escola Pública,ALUNO-712,,,,,,,,,,,,,,,
Escola Pública,ALUNO-713,,,,,,,,,,,,,,,
Escola Pública,ALUNO-714,,,,,,,,,,,,,,,
,ALUNO-715,"1,00",U,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,41","7,50","6,75","6,00",Não,"7,25","5,00"
Escola Pública,ALUNO-716,,,,,,,,,,,,,,,
,ALUNO-717,,,,,,,,,,,,,,,
Escola Pública,ALUNO-718,,,,,,,,,,,,,,,
Escola Pública,ALUNO-719,,,,,,,,,,,,,,,
Escola Pública,ALUNO-720,,,,,,,,,,,,,,,
Escola Pública,ALUNO-721,"3,00",G,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","3,80","5,00","1,27","7,00",Não,"5,50","5,00"
,ALUNO-722,"1,00",M,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,70","7,50","9,58","6,25",Não,"8,27","5,00"
,ALUNO-723,"3,00",C,"4,40",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","5,12","7,50","3,44","5,93",Não,"4,41","5,00"
Escola Pública,ALUNO-724,,,,,,,,,,,,,,,
Escola Pública,ALUNO-725,,,,,,,,,,,,,,,
,ALUNO-726,,,,,,,,,,,,,,,
,ALUNO-727,"0,00",N,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","5,00","7,50","2,58","6,00",Não,"7,08","5,00"
,ALUNO-728,"2,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,60","5,00","5,66","6,04",Não,"7,83","10,00"
,ALUNO-729,"4,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,10","8,30","6,25","7,16","7,81",Não,"8,00","5,00"
,ALUNO-730,,,,,,,,,,,,,,,
Escola Pública,ALUNO-731,,,,,,,,,,,,,,,
Escola Pública,ALUNO-732,"6,00",A,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","5,24","8,75","6,07","7,70",Não,"7,94","10,00"
Escola Pública,ALUNO-733,,,,,,,,,,,,,,,
,"ALUNO-7,3","3,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","8,83","7,50","3,75","7,50",Não,"7,20","10,00"
,ALUNO-735,"0,00",J,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,40","7,26","5,63","5,91","6,00",Não,"7,08","10,00"
,ALUNO-736,,,,,,,,,,,,,,,
Escola Pública,ALUNO-737,"2,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","9,68","7,50","6,33","6,25",Não,"7,50","5,00"
Escola Pública,ALUNO-738,"4,00",P,"7,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","9,18","5,63","4,87","6,40",Não,"5,80","10,00"
Rede Decisão/União,ALUNO-739,"4,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","8,03","9,38","7,38","8,60",Sim,"8,37","5,00"
Escola Pública,ALUNO-740,,,,,,,,,,,,,,,
,ALUNO-741,"5,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","7,81","6,88","6,72","8,30",Sim,"8,50","5,00"
,ALUNO-742,"4,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","7,60","6,88","5,68","7,30",Não,"7,70","10,00"
Rede Decisão/União,ALUNO-743,"1,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,48","5,63","8,41","5,83",Não,"7,80","5,00"
Escola Pública,ALUNO-744,,,,,,,,,,,,,,,
Escola Pública,ALUNO-745,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-746,"3,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,40","6,25","7,77","8,60",Sim,"9,20","10,00"
Escola Pública,ALUNO-747,"5,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,86","5,63","6,77","6,25",Não,"7,41","10,00"
,ALUNO-748,,,,,,,,,,,,,,,
Escola Pública,ALUNO-749,,,,,,,,,,,,,,,
Escola Pública,ALUNO-750,,,,,,,,,,,,,,,
,ALUNO-751,"1,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,00","7,50","7,75","6,04",Não,"7,11","5,00"
,ALUNO-752,"0,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,00","5,63","7,16","6,00",Não,"7,49","5,00"
Escola Pública,ALUNO-753,"4,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","3,44","7,50","1,77","4,80",Não,"4,90","10,00"
,ALUNO-754,"5,00",K,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","6,76","7,50","5,50","7,30",Não,"6,40","5,00"
Escola Pública,ALUNO-755,"5,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,79","5,00","6,94","8,00",Não,"6,29","10,00"
Escola Pública,ALUNO-756,,,,,,,,,,,,,,,
Escola Pública,ALUNO-757,"3,00",E,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","1,81","7,50","4,75","6,25",Não,"6,40","5,00"
Escola Pública,ALUNO-758,,,,,,,,,,,,,,,
,ALUNO-759,"0,00",U,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,61","7,50","7,83","6,00",Não,"7,49","10,00"
Escola Pública,ALUNO-760,"1,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,28","7,50","3,91","6,00",Não,"6,27","10,00"
,ALUNO-761,"0,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","8,60","7,50","6,00","6,00",Não,"7,49","5,00"
,ALUNO-762,"1,00",N,"6,60",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,00","6,73","7,50","6,50","6,25",Não,"6,99","5,00"
,ALUNO-763,"1,00",D,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,33","7,50","8,58","6,45",Não,"8,20","5,00"
,ALUNO-764,"0,00",J,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,40","5,63","6,25","4,68",Não,"7,40","5,00"
,ALUNO-765,"0,00",Y,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","8,80","7,50","8,66","6,00",Sim,"8,41","10,00"
Escola Pública,"ALUNO-7,7","6,00",A,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","4,61","7,50","4,76","6,25",Não,"5,99","5,00"
Escola Pública,ALUNO-767,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-768,"4,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,57","5,63","6,53","7,50",Não,"7,29","5,00"
,ALUNO-769,,,,,,,,,,,,,,,
,ALUNO-770,"3,00",C,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","8,83","7,50","7,55","8,30",Sim,"8,45","10,00"
,ALUNO-771,"0,00",G,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,90","8,11","7,50","6,66","3,43",Não,"5,40","5,00"
,ALUNO-772,"7,00",D,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,25","8,70","6,25","9,00","6,00",Não,"7,00","5,00"
Escola Pública,ALUNO-773,"3,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,80","7,50","8,44","8,90",Sim,"9,25","5,00"
,ALUNO-774,"3,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,41","7,50","7,55","8,30",Sim,"9,20","10,00"
,ALUNO-775,,,,,,,,,,,,,,,
Escola Pública,ALUNO-776,,,,,,,,,,,,,,,
Escola Pública,ALUNO-777,,,,,,,,,,,,,,,
,ALUNO-778,"0,00",Q,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","5,41","7,50","6,08","4,68",Não,"7,49","10,00"
Escola Pública,ALUNO-779,,,,,,,,,,,,,,,
Escola Pública,ALUNO-780,,,,,,,,,,,,,,,
,ALUNO-781,"3,00",L,"6,20",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","7,76","6,25","6,78","7,50",Não,"7,20","5,00"
Rede Decisão/União,ALUNO-782,,,,,,,,,,,,,,,
Escola Pública,ALUNO-783,"2,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","3,50","8,50","5,00","6,25","6,25",Não,"8,10","5,00"
,ALUNO-784,"3,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","9,73","4,38","7,27","8,43",Não,"8,29","10,00"
Escola Pública,ALUNO-785,,,,,,,,,,,,,,,
Escola Pública,ALUNO-786,,,,,,,,,,,,,,,
,ALUNO-787,"5,00",K,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","6,76","7,50","6,75","7,30",Não,"5,90","5,00"
,ALUNO-788,"5,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","8,44","6,25","2,11","5,20",Não,"7,10","5,00"
Escola Pública,ALUNO-789,,,,,,,,,,,,,,,
Escola Pública,ALUNO-790,"5,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","10,00","7,50","7,00","6,04",Não,"8,25","10,00"
,ALUNO-791,"0,00",L,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,80","7,50","7,50","6,00",Não,"7,66","10,00"
Escola Pública,ALUNO-792,"3,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","6,18","5,00","4,61","7,30",Não,"5,90","10,00"
Escola Pública,ALUNO-793,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-794,"4,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","9,79","5,63","6,58","7,90",Não,"8,00","2,50"
Escola Pública,ALUNO-795,,,,,,,,,,,,,,,
Escola Pública,ALUNO-796,"4,00",A,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","6,40","7,50","4,55","7,70",Não,"6,49","5,00"
Escola Pública,"ALUNO-7,9",,,,,,,,,,,,,,,
,ALUNO-798,"4,00",L,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","8,07","5,63","4,68","7,50",Não,"6,50","5,00"
,ALUNO-799,"2,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,60","7,50","5,91","6,04",Sim,"8,44","10,00"
,ALUNO-800,"1,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,28","7,50","9,00","5,83",Não,"7,11","5,00"
,ALUNO-801,"0,00",N,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","7,62","7,50","6,91","6,00",Não,"7,16","5,00"
,ALUNO-802,"1,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,71","7,50","7,41","6,04",Não,"7,77","10,00"
Escola Pública,ALUNO-803,,,,,,,,,,,,,,,
,ALUNO-804,"1,00",C,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,26","7,50","6,16","5,83",Não,"7,72","5,00"
,ALUNO-805,"1,00",P,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","7,43","7,50","5,50","6,04",Não,"6,60","5,00"
,ALUNO-806,"0,00",Y,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","7,21","7,50","5,86","6,00",Não,"7,91","10,00"
Escola Pública,ALUNO-807,"1,00",J,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","10,00","8,75","9,50","6,66",Sim,"9,60","5,00"
,ALUNO-808,"0,00",Q,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,00","6,56","7,50","6,75","5,31",Não,"7,49","5,00"
,ALUNO-809,,,,,,,,,,,,,,,
,ALUNO-810,"2,00",U,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,03","7,50","2,00","5,62",Não,"7,05","5,00"
Rede Decisão/União,ALUNO-811,"2,00",F,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","7,86","5,00","7,25","6,45",Não,"7,50","5,00"
,ALUNO-812,"0,00",E,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,00","9,30","7,50","8,41","6,00",Não,"8,08","5,00"
Escola Pública,ALUNO-813,,,,,,,,,,,,,,,
Escola Pública,ALUNO-814,"2,00",I,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,00","8,23","7,50","3,66","6,25",Não,"6,83","5,00"
,ALUNO-815,"4,00",P,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","6,77","7,50","5,50","7,50",Não,"6,87","5,00"
